archivo,etiqueta,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,ZCR,RMS,Centroid,Rolloff,Flatness,Chroma_2,Chroma_3,Chroma_4,Chroma_6,Chroma_7,Chroma_10,Contrast_1,Contrast_2,Contrast_3,Contrast_6,Contrast_7,Tonnetz_1,Tonnetz_2,Tonnetz_4,Tonnetz_6,Tempo
segmento_0.wav,100m,-1.3972037688117973,-0.5393325395445239,1.4469607565438525,0.3680639196991337,1.8202409087808549,0.3600660230426112,1.3297124735121202,2.164857577922288,-0.2922010959613035,1.4813624421383709,0.1967745599274542,0.526714279261997,-1.2225598686053158,-0.881604714193297,0.050946155441795,0.3606434955983489,-0.4007615796014926,1.0164379843853173,-0.3040425558910956,-0.9758227395898792,-1.2753955757478923,-0.925029718250988,0.6405379219830519,0.8864522669129301,-0.2387400273817412,-0.8058811892901259,-1.1668652105590684,-0.7535450295982246,0.7116459727192748,-0.5687067782466849,0.469189815933402,0.433051976085237,-0.96683013348733
segmento_1.wav,100m,-1.4086667716805958,-0.4790006622548745,1.3986219893681624,0.3196385989793036,1.805941459618724,0.2049556566835322,1.205386934556962,2.2890798037218585,-0.3097546048932137,1.4278508852921334,-0.0488289996514291,0.4038880542582007,-1.2250886632613862,-0.836487045159161,0.0150712931751527,0.2157544516851487,-0.3331235915789136,0.6983653314776178,-0.2290277089274104,-0.7200540820895832,-0.6058467104119095,-0.1672396177965421,1.7295738060111765,0.4603851365050801,-0.4600576476812429,-0.4431966978661756,-1.420757027395653,-0.6361134404921911,-0.1865191068492497,-0.6006099457164842,-0.3151199437707306,0.2739467619587217,1.2129492291383968
segmento_10.wav,100m,-1.12760922366025,-0.4559619053927947,0.7990493595341661,-0.0952980028066306,1.6351084121364097,0.4591769836871326,0.3859655465648776,1.4820890654224976,-0.4255246106992122,1.8885177179348287,0.6378870361988461,0.0838156130444719,-0.4627314507698565,-1.0968238723460702,0.3092062196362563,0.4331038247820838,-0.0788658892026709,0.9270593430583344,1.0291153067225078,0.9476276004238842,0.5749576087947024,0.8218813680803725,1.439499862796258,-0.5388400500000898,-1.0920839143537195,-1.2014609826772331,-1.2911269713952396,-0.4605208539324577,0.5779349604329882,0.1126827335138391,-0.0644058035171348,0.2973855273361802,0.6827326274302524
segmento_100.wav,100m,-0.1170341186962744,0.3317114209338423,0.8217052298540017,-0.4866617560896997,1.0096365407556076,1.1371915469422404,0.5506651496158456,0.808174674261161,-1.2120150382867427,-0.1012075152909547,-0.6992710634500057,-1.4817469218622823,-1.0429658638154404,-0.3440901963856002,-0.71849117585786,-0.6421828010302079,-0.8180176726706503,-0.3386078074291209,0.0978709515974878,0.1714547054220516,-1.0379072042648494,-1.4667501915068897,0.801035316584291,-0.2302624207700818,-0.3797039506383992,1.311100917604211,-0.0549300394723513,-0.7051783463489237,-0.7503829779171087,-0.7294708565499068,-1.202284522039992,-0.363876994782755,-1.2838889500491648
segmento_101.wav,100m,-0.2045657649562175,0.1206816713445885,0.8010065009221659,-0.0822319146847036,0.8268682952318664,1.1954420131466017,0.995658210994618,1.7334663861458486,-0.7640886778403329,0.0434880649289729,-0.1823684708466405,-1.565061230484715,-0.9970508863346512,-0.5017706843535232,-0.5076433865651502,-0.3599763750011472,-0.7233412771855215,-0.3912514172376047,-0.5544452607449423,-0.62569488524703,-1.329156203211615,-1.0004981277459026,0.896240950843709,-0.609978667107401,-0.8123444635617967,1.3676065683846397,0.4384106032684594,-0.5013754602159036,-1.356534952373504,0.943203877231164,-0.7067410919325928,-0.9427993896959306,-0.96683013348733
segmento_102.wav,100m,-0.0148238772326942,-0.3045477502474463,1.0051106558955265,-0.0299346339522963,1.0684822544219168,0.4604838063533105,0.230206854387774,1.1462190503067318,-1.2012817636665083,-0.2416065444361069,-1.307063556950005,-0.7492185991263259,-0.8199360919919061,-0.1710926281499705,-0.0935050800295417,0.0326277253340218,-0.5741813329386347,-0.2753290781817807,-0.3002880237802737,-0.2551339453542688,-1.009189383833461,-0.9386520492286908,1.1094497268545231,-0.8024498287645762,0.0960867887180785,0.8824034995779657,0.0366292738662048,-0.6997585971812832,0.4531515770536877,-0.1515231026256377,-1.1737215400365846,-0.110084150008153,-0.8796389590511362
segmento_103.wav,100m,0.2090944283719287,-0.8348176348495023,1.17220078942259,0.9624351203156378,1.6173693392465156,1.7036265119349543,-0.2959346036672752,1.5835140948066453,-1.573712532401108,-0.4069340875490554,-1.392127333664983,-0.9340409430769564,-0.1970592592557346,-0.0386300684045492,0.3608541603303581,0.3255830658144216,-0.4577808751555755,0.6008846267318102,0.6545013016711858,-0.072786511764041,-1.1318615232873637,-0.7107245277508832,0.3759609714417237,0.5586537591668729,-0.0152376953795418,1.0161096335203104,3.626206405370872,-0.2353449133232354,1.0017630291476505,-0.6060853954709656,-2.028475684451656,-1.6647530511644133,1.84578839887745
segmento_104.wav,100m,-0.216435792060639,-0.5231704807846614,1.0965860930195028,0.5802106415050187,1.1303816472103558,0.8315232464239664,0.1079480812079194,1.9328053646809693,-0.3940021675827136,-0.106293714267831,-0.0968497887304577,-0.2416333932715252,-1.0628987158103442,-0.398898508526376,0.0243765183082019,0.2150747409183727,-0.5897188843284258,0.2126044493857515,-0.3519566923856549,-0.8025411608749989,-1.3137469557708117,-0.7359941044779047,2.1504030882594907,0.9394096258171954,-0.1213254722673188,-0.1485621037233594,-0.0617478628594878,-0.6705916690717344,-1.3764658429715837,0.0877438822541042,-2.417339370839971,-1.5867805455922297,0.0964768725666289
segmento_105.wav,100m,0.0046845371535019,-0.5485399081488234,0.8535020332498241,0.4151990154163276,1.272488237482381,1.077400722637216,-0.0263369069119238,1.4402136150877698,-0.8541944083734563,0.5500757228138969,0.9446528072350264,-0.1378808675868276,-0.7221064477482774,-0.4187426208562635,0.1635649298583081,0.3238600780567807,-0.4530747955087122,0.0639544394211244,-0.4218907143665548,-0.968048031713184,-0.8794940150934558,-0.3588484109648751,2.354273198364038,0.7759508972170607,-0.6335790458619855,-0.0201139216177128,0.879741565824571,-0.6311892684951008,-2.8334990072547828,0.4841464863192287,-2.802371108622081,-1.934957498126652,0.8496526687724791
segmento_106.wav,100m,-0.0205517220057448,-0.4538987045705865,0.7665484326658843,0.3588489905766694,0.924256835890178,0.554649207886134,-0.37606418148475,1.688760381172782,-1.690543842433409,0.1977244882691509,0.9421271549028228,-0.2851131402911151,-0.6704892862390969,-0.4977216390108361,0.0915013462486635,0.209020572925927,-0.4943179391519318,1.1781493227276176,1.0898429966452396,0.67727740095267,-0.5101008738377453,-0.2969450756324766,0.5276976775368795,-0.0288757744583726,-0.7885314651624508,-0.0080302499724511,0.8784881450260453,-0.6337031458151825,-0.5763674320794361,-1.229615632284398,-1.9395301732279484,-1.0930595932674152,-0.0326389780763041
